Name,Address
HYATT PLACE - RESTAURANT,110 6TH AVE N
HYATT HOUSE SEATTLE/DOWNTOWN,201 5TH AVE N
HYATT AT OLIVE 8,1635 8TH AVE
HWC SUFUR LLC DBA KING LEROY,2041 7TH AVE
HUSKY ICE CREAM,4721 CALIFORNIA AVE SW
HURRY CURRY OF TOKYO,825 HARRISON ST
HUONG XUA LLC,9629 16TH AVE SW
HUONG DUONG,7136 M L KING JR WAY S #103
HUONG BINH RESTAURANT,1207 S JACKSON ST STE 104
HUNG LONG MARKET,9988 15TH AVE SW
HUMMUS CAFE,8420 GREENWOOD AVE N
"HUMMINGBIRD SALOON, LLC",5041 RAINIER AVE S #103
HUMBLE PIE,525 RAINIER AVE S
HUMAN NUTRITION LAB,1100 FAIRVIEW AVE N
HULA HULA,1501 E OLIVE WAY
HUE KY MI GIA,1207 S JACKSON ST B101
HUDSON DINER,5000 E MARGINAL WAY S
HUANG'S NOODLE LLC,420 8TH AVE S
HT OAK TREE MARKET,10008 AURORA AVE N
HOW TO COOK A WOLF,4200 E MADISON ST
HOUNDS TOOTH PUBLIC HOUSE,8551 GREENWOOD AVE N
HOTWIRE COFFEE HOUSE,4410 CALIFORNIA AVE SW
HOTEL EDGEWATER,2411 ALASKAN WAY
HOTEL ALBATROSS,2319 NW MARKET ST
HOTEL 1000 HILTON LUXURY COLLECTION,1000 1ST AVE
HOT MAMA'S PIZZA,700 E PINE ST
HOT CAKES,1650 E OLIVE WAY
HOT AS PHO !,1414 2ND AVE
HOSPITALITY INC.,5701 6TH AVE S
HORIZON HOUSE,900 UNIVERSITY ST
HOPVINE PUB,507 15TH AVE E
HOOVERVILLE RESTAURANT,1721 1ST AVE S
HOOD FAMOUS CAFE & BAR,504 5TH AVE S STE 107A
HONORE PATISSERI,8056 LAKE CITY WAY NE
HONOR MEXICANO RESTAURANT,8517 14TH AVE S
HONG KONG DIM SUM,13200 AURORA AVE N STE F
HONG KONG BISTRO,507 MAYNARD AVE S STE 511C
HONEYHOLE SANDWICHES INC,1305 E JEFFERSON ST
HONEY'S ESPRESSO,6824 RAINIER AVE S
HONEY HOLE SANDWICHES,703 E PIKE ST
HONEY CRUMB CAKE STUDIO,177 WESTERN AVE W 268-A
HONEY COURT RESTAURANT,516 MAYNARD AVE S
HONEST TO GOODNESS LLC,4634 E MARGINAL WAY S
HONEST BISCUITS,1901 WESTERN AVE STE E
HOMEWOOD SUITES BY HILTON,206 WESTERN AVE W
HOMESTYLE DIM SUM,664 S WELLER ST
HOMER,3013 BEACON AVE S
HOMEGROWN,2650 NE UNIVERSITY VILLAGE ST BLDG D 24B
HOME TASTE,14409 GREENWOOD AVE N
HOME DELI & GROCERY,500 MINOR AVE N
HOME BITES,7912 7TH AVE S
HOLY ROSARY CATHOLIC CHUR,4142 42ND AVE SW
HOLY NAMES ACADEMY,728 21ST AVE E
HOLY MOUNTAIN BREWING COMPANY,1421 ELLIOTT AVE W
HOLY BEE'S BAKERY,2521 1ST AVE STE 110
HOLMAN ROAD SHELL,9796 HOLMAN RD NW
HOLLAND AMERICA LIDO CAFE,450 3RD AVE W
HOLGATE DELI & SUNDRIES,1737 AIRPORT WAY S
HOLE IN THE WALL BBQ,215 JAMES ST
HOKKAIDO RAMEN SANTOUKA,2626 NE VILLAGE LN
HOANG LAN,7119 M L KING JR WAY S
HO HO SEAFOOD RESTAURANT,653 S WELLER ST
HMART GROCERY- DELI,1601 2ND AVE STE 100
HMART GROCERY - GROCERY,1601 2ND AVE STE 100
HIZASHI SUPER CORP LLC,2917 1ST AVE S
HIROSHI'S POKE,4712 11TH AVE NE
HIROSHI CATERING,2521 15TH AVE S
HIROKI,2224 N 56TH ST
HIMITSU TERIYAKI,8014 LAKE CITY WAY NE #E
HIMALAYAN JAVA,2510 6TH AVE
HIMALAYAN GRILL,94 STEWART ST
HILLTOP RED APPLE,2701 BEACON AVE S
HILLSIDE BAR,1520 E OLIVE WAY
"HILLEL, FOUNDATION FOR JEWISH LIFE",4745 17TH AVE NE
HILLCREST MARKET,110 SUMMIT AVE E
HILL TOP HOUSE,1005 TERRACE ST
HILL TOP DELI,800 SENECA ST STE 101
HILL TOP ALE HOUSE,2129 QUEEN ANNE AVE N
HILL CITY,5303 RAINIER AVE S
HIGHSTRIKE GRILL,4505 39TH AVE SW
HIGHLINER PUBLIC HOUSE,3909 18TH AVE W
HIGHLAND PARK ELEMENTARY,1012 SW TRENTON ST
HIGHLAND PARK CORNER STORE,7789 HIGHLAND PARK WAY SW
HIGHLAND CHEVRON,14056 GREENWOOD AVE N
"HIDEOUT, THE",1005 BOREN AVE
HI-SPOT CAFE,1410 34TH AVE
HI TEA CAFE,202 BROADWAY E
HEYDAY RESTAURANT,1372 31ST AVE S
HEY! I AM YOGOST,4106 BROOKLYN AVE NE
HERKIMER COFFEE,5611 UNIVERSITY WAY NE
HERITAGE DISTILLING COMPANY INC. -  BALLARD,1836 NW MARKET ST
HERFY'S HAMBURGER,5963 CORSON AVE S
HERBAN FEAST INC,4136 1ST AVE S
HERB & BITTER,516 BROADWAY E
HELLO ROBIN,2570 NE UNIVERITY VILLAGE ST
HELLO EM COFFEE,1227 S WELLER ST
HELLBENT BREWING COMPANY,13035 LAKE CITY WAY NE
HEAVEN SENT FRIED CHICKEN,14330 LAKE CITY WAY NE STE 101
HEARTBEET ORGANIC SUPERFOODS CAFE,6032 CALIFORNIA AVE SW
HEAD START PROGRAM - SEATTLE HOUSING AUTHORITY,120 8TH AVE
HAZLEWOOD,2311 NW MARKET ST
HAZEL WOLF K-8 PINEHURST,11530 12TH AVE NE
HAYMAKER,4706 CALIFORNIA AVE SW
HAWTHORNE ELEMENTARY SCHOOL,4100 39TH AVE S
HAWK DOGS (KC742),8909 14TH AVE S
HAWAII BBQ,4549 UNIVERSITY WAY NE
HAVANA,1010 E PIKE ST
HAU HAU MARKET,412 12TH AVE S
HATTIE'S HAT,5231 BALLARD AVE NW
HARVEST VINE,2701 E MADISON ST
HARVEST BEAT,1711 N 45TH ST
HARRY'S FINE FOODS,601 BELLEVUE AVE E
HARRY'S BEACH HOUSE,2676 ALKI AVE SW
HARRIED & HUNGRY,515 S MICHIGAN ST
HARMONY PALACE,711 S KING ST
HARISSA MEDITERRANEAN CUISINE,2255 NE 65TH ST
HARD ROCK CAFE,114 PIKE ST
HARBOR MARINA DELI,1021 KLICKITAT AVE SW
HARBOR CITY RESTAURANT,707 S KING ST
HARBOR CAFE,1411 4TH AVE
HARAMEYN GROCERY,5811 RAINIER AVE S
HARAMBE MARKET,15023 AURORA AVE N
HAPPYNESS BEVERAGE COMPANY,1424 E PINE ST
HAPPY LEMON  DBA TRICERA LLC,2630 NE VILLAGE LN
HAPPY LEMON,6014 MARTIN LUTHER KING JR WAY S
HAPPY LAMB HOT POT,609 S WELLER ST #2F
HANS DELI & GROCERY,801 SENECA ST
HANOK,4021 E MADISON ST
HANNYATOU LLC,1060 N 39TH ST
HANGRY PANDA,7815 AURORA AVE N
"HANGAR CAFE LLC, THE",6261 13TH AVE S
HANDCRAFTED SANDWICHES,3307 3RD AVE W STE 313
HAMPTON INN AND SUITES NORTHGATE,9550 1ST AVE NE
HAMPTON INN,700 5TH AVE N
HAMLIN MARKET A DELI,2729 EASTLAKE AVE E
HAMILTON JR HIGH SCHOOL KITCH.,1610 N 41ST ST
HAMA & CO INC,3002 BEACON AVE S
HALMIA @ FISHERMAN'S TERMINAL,3918 18TH AVE W
HALLER LAKE COMMUNITY CLUB,12579 DENSMORE AVE N
HALLAVA FALAFEL,4660 OHIO ST UNIT B
HALF AND HALF DOUGHNUTS,516 E PIKE ST
HAIDILAO HOT POT SEATTLE,600 PINE ST
HAHU ABYSSINIA REST,1221 S MAIN ST #202
HAGEN ROASTERS,800 5TH AVE N
HABITANT,500 PINE ST 3RD FLOOR
HABIT BURGER,907 NW BALLARD WAY #B120
HA!,4256 FREMONT AVE N
H-MART,4216 UNIVERSITY WAY NE
H BISTRO,606 S WELLER ST
GYRO TIME,10400 GREENWOOD AVE N
GYRO SAJ,1301 MADISON ST
GYRO SABABA,2100 N NORTHGATE WAY #E
"GYRO ON LAKE CITY, LLC",12340 LAKE CITY WAY NE
GYRO LLC,1501 4TH AVE
GYRO HUT,11020 8THAB AVE NE
GYRO HOUSE,2355 10TH AVE E
GYRO HEROES,4111 SW ADMIRAL WAY
GYRO EXPRESS,701 5TH AVE #110
GYRO AND MORE,1205 DEXTER AVE N
GURKANWAL INC,1522 E MADISON ST
GUMBO HOUSE SEATTLE LLC,10256 16TH AVE SW
"GUINUA FOOD INC, I LOVE TERIYAKI",3409 STONE WAY N #101
GUCKENHEIMER SERVICES LLC,1201 3RD AVE #4800
GUCKENHEIMER SERVICES,4634 E MARGINAL WAY S E 120
GUANACO'S TACOS,4106 BROOKLYN AVE NE
GRUMPY BEAN,910 STEWART ST
GROWLERZ LLC,5269 RAINIER AVE S
GROOVE CITY GRIND,3100 AIRPORT WAY S
GROCERY PLUS,9660 16TH AVE SW
GROCERY OUTLET OF CROWN HILL,8700 15TH AVE NW
GROCERY OUTLET LAKE CITY,3020 NE 127TH ST
GRILL FROM IPANEMA,2313 1ST AVE S #B
GRETTIE'S GOODIES,2201 NW 85TH ST
GRETCHEN'S PLACE,5432 SAND POINT WAY NE
GREENWOOD SIP AND SHIP,7511 GREENWOOD AVE N
GREENWOOD SENIOR CENTER,525 N 85TH ST
GREENWOOD FLAME,10410 GREENWOOD AVE N #B
GREENWOOD ELEMENTARY SCHOOL,144 NW 80TH ST
GREENWOOD ALIBI,10406 HOLMAN RD N
"GREENLAKE GUEST HOUSE, LLC",7630 E GREEN LAKE DR N
"GREENLAKE GAS STATION, INC",7200 AURORA AVE N
GREENLAKE ELEMENTARY SCH,2400 N 65TH ST
GREENLAKE BOATHOUSE,7850 GREENLAKE DR N
GREENLAKE BOAT HOUSE,7850 GREENLAKE DR N
GREENLAKE BAR & GRILL,7200 E GREENLAKE DR N
GREENBRIDGE CAFE,9901 8TH AVE SW
GREEN TREE ASIAN LLC,8576 GREENWOOD AVE N
GREEN SPROUTS FOOD,1715 E OLIVE WAY
GREEN LEAF VIETNAMESE RESTAURANT,418 8TH AVE S
GREEN HOUSE,4106 BROOKLYN AVE NE #101 A
GRECIAN CORNER,100 4TH AVE N
GREAT WESTERN PACIFIC,1301 ALASKAN WAY
"GREAT WESTERN ATTRACTIONS, LLC (KC948)",1301 ALASKAN WAY
GREAT STATE PIER 54 LLC,1001 ALASKAN WAY STE 104
GREAT STATE BURGER,504 5TH AVE S # 118
GREAT NOTION BREWING,6235 AIRPORT WAY S STE 102
"GREAT NORTHWEST SOUP CO, THE",1201-B EASTLAKE AVE E
GREAT AMERICAN DINER & BAR,4752 CALIFORNIA AVE SW
GRATEFUL BREAD,7001 35TH AVE NE
GRAPPA,2 BOSTON ST
GRAND HYATT SEATTLE,721 PINE ST
GRAND CENTRAL BAKERY- COMMISSARY,21 S NEVADA ST
GRAND CENTRAL BAKERY CAFE,1607 N 45TH ST STE 101
GRAND CENTRAL BAKERY & CAFE,1616 EASTLAKE AVE E
GRAND CENTRAL BAKERY,7501 35TH AVE NE
GRAHAM HILL ELEMENTARY SCHOOL,5149 S GRAHAM ST
GRADUATE SEATTLE,4507 BROOKLYN AVE NE
GRACIOUS FOODS LLC,4436 RAINIER AVE S #B
GRACIA,5313 B BALLARD AVE NW
GP SONI LLC,7501 ROOSEVELT WAY NE
GOURMONDO JAM CAFE,1812 BOREN AVE
GOURMONDO CO,1007 STEWART ST
GOURMONDO CAFES & CATERING,2415 AIRPORT WAY S
GOURMONDO CAFE AT MOHAI,860 TERRY AVE
GOURMONDO CAFE & CATERING,1918 8TH AVE FL 11
GOURMONDO CAFE,201 ELLIOTT AVE W
GOURMET NOODLE BOWL,707 8TH AVE S
GOURMET LATTE' INC #4,13279 AURORA AVE N
GOURMET LATTE' #5,8762 HOLMAN RD NW
GOURMET LATTE #3,540 ELLIOTT AVE W
GORGEOUS GEORGE'S,7719 N GREENWOOD AVE N
GORDITOS,213 N 85TH ST
GOPUFF,4620 UNION BAY PL NE
GOPUFF,4503 8TH AVE NW
GOPOKE,625 S KING ST
GOOGLE WAT2 BARISTA,651 N 34TH ST
GOOGLE TROLL CAFE,601 N 34TH ST
GOOGLE KAYAK CAFE,651 N 34TH ST
GOODIES MEDITERRANEAN MARKET,13721 LAKE CITY WAY NE
GOOD WEATHER,1429 12TH AVE #C2
GOOD VOYAGE,8520 14TH AVE S
GOOD SHAPE PIZZA LLC,2601 S MCCLELLAN ST
GOOD DAY DONUTS,9823 15TH AVE SW -STE E
GOOD BAR,240 2ND AVE S STE 101
GOM HONG,516 7TH AVE S
GOLDINBLACK,621 QUEEN ANNE AVE N
GOLDEN WHEAT BAKERY CAFE,2908 E CHERRY ST
GOLDEN SINGHA THAI CUISINE,425 CEDAR ST
GOLDEN DAISY RESTAURANT,2518 BEACON AVE S
GOLDEN CITY RESTAURANT,5518 20TH AVE NW
GOLD BAR LLC,227 9TH AVE N
GOKAN,954 E UNION ST STE 101
GOGI ON THE GO,5604 DELRIDGE WAY SW
GO SEATTLE GRAB & GO,9988 15TH AVE SW #A
GO SEATTLE CATERING,5600 DELRIDGE WAY SW
GLOBAL CAFE GROUP LLC,645 ELLIOTT AVE W #170
GLO'S,1621 E OLIVE WAY
GIRIN RESTAURANT,501 STADIUM PL S
GIM WAH RESTAURANT,3418 W MCGRAW ST
GILBERT'S GREATS LLC,9833 17TH AVE SW
GIDDY UP BURGERS AND MORE,4600 LEARY WAY NW
"GHOSTFISH BREWING COMPANY, LLC",2942 1ST AVE S
GHOST NOTE COFFEE,1623 BELLEVUE AVE STE A
GHOST ALLEY ESPRESSO,1499 POST ALY
GH PASTA CO,2305 6TH AVE 2S
GERALDINE'S COUNTER,4870 RAINIER AVE S
GEORGIA'S GREEK RESTAURANT,8009 LAKE CITY WAY NE
GEORGETOWN SHELL,6200 CORSON AVE S
GEORGETOWN LIQUOR COMPANY,5501-B AIRPORT WAY S
GEORGETOWN BREWING COMPANY,5200 DENVER AVE S
GEORGETOWN BALLROOM,5625 AIRPORT WAY S
GEORGE'S SAUSAGE & DELI,907 MADISON ST
GEORGE & DRAGON PUB,206 N 36TH ST
GENGHIS KHAN,82 STEWART ST
GENESEE SHELL & MINI MART,3611 S GENESEE ST
GENESEE HILL SCHOOL,5013 SW DAKOTA ST
GENERAL PORPOISE DOUGHNUTS & COFFEE,4520 UNION BAY PL NE
GENERAL PORPOISE DOUGHNUTS,1020 E UNION ST
GENERAL PORPOISE COFFEE & DOUGHNUTS,401 1ST AVE S
GENERAL HARVEST BAKERY,4401 FREMONT AVE N
GELATIAMO,1400 3RD AVE
GAUTAM FOODS LLC,429 FAIRVIEW AVE N
GATHER AND GRAZE BOX LLC,625 S KING ST
GATEWOOD ELEMENTARY,4320 SW MYRTLE ST
GAS AND SMOKE  DEPOT,9001 DELRIDGE WAY SW
GARLIC CRUSH,1417 BROADWAY
GARFIELD HIGH SCHOOL,400 23RD AVE
GARCIA'S VIDEO,12335 LAKE CITY WAY NE
GARAGE CAFE,440 TERRY AVE N
GARAGE,1130 BROADWAY AVE
GAMMA PHI BETA,4529 17TH AVE NE
GAMEWORKS,1511 7TH AVE
GAMBIA INTERNATIONAL,5903 RAINIER AVE S
GAMBIA AFRICAN RESTAURANT,5901 RAINIER AVE S
GALOS BALLARD LLC,907 NW BALLARD WAY
GALAXY RUNE,3601 FREMONT AVE N
GAINSBOURG,8550 GREENWOOD AVE N
GABAGOOL,1915 TERRY AVE
G & F GROCERY,300 NE 65TH ST
FUTURE PRIMITIVE BREWING (KC790),1600 MELROSE AVE
FUSHEN SEAFOOD CHINESE RESTAURANT,9019 AURORA AVE N
FULLER FOOD LLC DBA MA'ONO,2112 7TH AVE STE 3C
FULL TILT ICE CREAM (KC297),9411 8TH AVE S #3A
FULL TILT ICE CREAM,9629 16TH AVE SW A
FULL TILT COLUMBIA CITY,5101 RAINIER AVE S
FULL TILT BALLARD,5453 LEARY WAY NW
FULL LIFE CARE,4712 35TH AVE S
FULL CIRCLE,432 S CLOVERDALE ST
FULCRUM CAFE,590 BELL ST
FUJI SUSHI,520 S MAIN ST
FUJI BAKERY,1030 ELLIOTT AVE W
FUEL SPORT GRILL,8037 15TH AVE NW
FUEL COFFEE #2,2300 24TH AVE E
FUEL COFFEE,1705 N 45TH ST
FRUITFULL CAFE,8909 14TH AVE S
FROM V WITH LOVE CAKES,2601 S MCCLELLAN ST
FROGLEGS,2643 NE VILLAGE LN
FRIENDSHIP BBQ RESTAURANT,13520 AURORA AVE N
FRIENDS OF RECOVERY CAFE,4202 6TH AVE S
FRIENDLY FOOD MART,10500 GREENWOOD AVE N
FREYA BAKERY & CAFE,1426 WESTERN AVE
FREYA,2655 NW MARKET ST
FRESHY'S,2735 CALIFORNIA AVE SW
FRESH FRUIT JUICE & BUBBLE TEA,1043 S JACKSON ST #102
FRESH FISH COMPANY,2364 NW 80TH ST
FRESH EVERY THYME,501 2ND AVE W 100
FRESH DELI & MART,209 YALE AVE N
FREMONT COFFEE LLC,459 N 36TH ST
FREMONT BREWING COMPANY,3409 WOODLAND PARK AVE N
FREMONT BOWL,4258 FREMONT AVE N STE #4262
FREMONT 76,4600 FREMONT AVE N
FRELLARD PIZZA COMPANY,4010 LEARY WAY NW
FRELARD TAMALES LLC,6412 LATONA AVE NE
FRED MEYER INC #179,13000 LAKE CITY WAY NE
FRED MEYER #608,915 NW 45TH ST
FRED MEYER #122,100 NW 85TH ST
FRED HUTCHINSON - BON APPETIT,1100 FAIRVIEW AVE N
FRATERNAL ORDER OF EAGLES,8201 LAKE CITY WAY NE
FRANZ FAMILY BAKERY,2006 S WELLER ST
FRANKLIN HIGH SCHOOL,3013 S MT BAKER BL
FRANKIE & JO'S,1010 E UNION ST
"FRANKFURTER , THE",1023 ALASKAN WAY
FRANK'S OYSTER HOUSE,2614 NE 55TH ST
FRANCHINA INVESTMENTS,6801 GREENWOOD AVE N # 113A
FRAN'S CHOCOLATES,5900 AIRPORT WAY S
FRAN'S CHOCOLATE'S @ U VILLAGE,2626 NE UNIVERSITY VILLAGE ST
FOUR SPOONS CAFE,850 NW 85TH ST
FOUR SEASONS HOTEL SEATTLE,99 UNION ST
FOUR POINTS BY SHERATON,601 ROY ST
FOUNDRY EVENTS,154 N 35TH ST
FOU LEE MARKET,2050 S COLUMBIAN WAY
FORTUNE GARDEN RESTAURANT,424 MAYNARD AVE S
FORT ST GEORGE,601 S KING ST 20
FORGE COFFEE ROASTING COMPANY,201 16TH AVE E
FOOTPRINT WINE TAP,1222 E MADISON ST STE C
FOODZ CATERING,921 S HARNEY ST
"FOODCASE, THE",4116 RAINIER AVE S
FOOD PLUS INC,8334 RAINIER AVE S #102
FOOD MART,6230 RAINIER AVE S
FOO LAM CHINESE RESTAURANT,7101 M L KING JR WAY S STE 111
FONTE COFFEE,1321 1ST AVE
FONDA LA CATRINA,5905 AIRPORT WAY S
FONDA EL COSTENO (KC444),5604 DELRIDGE WAY SW
FOGON MAC INC.,600 E PINE ST
FOB POKE BAR,1620 BROADWAY AVE STE 100D
FM179 SUSHI FAMCI,13000 LAKE CITY WAY NE
FM122 SUSHI RANGOON,100 NW 85TH ST
FLYING SQUIRREL PIZZA COMPANY,8310 5TH AVE NE
FLYING SQUIRREL PIZZA CO.,5701 AIRPORT WAY S
"FLYING LION BREWING, LLC",5101 RAINIER AVE S #106
FLYING BIKE COOPERATIVE BREWERY,8570 GREENWOOD AVE N
"FLYING APRON, LLC - WEST SEATTLE",4709 CALIFORNIA AVE SW
FLOWERS  RESTAURANT,4247 UNIVERSITY WAY NE
FLINTCREEK CATTLE CO,8421 GREENWOOD AVE N
FLIGHT WINES,1300 E PIKE ST STE 103
FLAVOR LAO BOWL,7821 AURORA AVE N
FLATSTICK PUB,609 WESTLAKE AVE N
FLAIR TACO,516 15TH AVE E
FIVE POINT CAFE,415 CEDAR ST
FIVE GUYS BURGERS & FRIES,1500 NW MARKET ST STE 12
FITCHI HOUSE,405 NE 45TH ST
FIT BAR CAFE,2222 CALIFORNIA AVE SW
FISHERMEN'S GREEN MARKET & DELI,1900 W NICKERSON ST STE 114
FISHERMAN'S TERMINAL FOOD MART,2120 W EMERSON PL
"FISHERMAN'S RESTAURANT PATIO BAR, THE (KC716)",1301 ALASKAN WAY
FISHBOX,172 20TH AVE
FISH BASKET,9447 RAINIER AVE S
FIRST PLACE SCHOOL,172 20TH AVE
"FIRST AND GOAL HOSPITALITY (CART #8, KC918)",800 OCCIDENTAL AVE S
FIREHOUSE COFFEE,2622 NW MARKET ST STE #D
FIREFLY,515 WESTLAKE AVE N
FIRE TACOS DE BIRRIA (KC942),2738 ALKI AVE SW
FIRE TACO AND CANTINA,2738 ALKI AVE SW
FIORE SUNSET HILL,3125 NW 85TH ST
FINN MAC COOLS PUB,4217 UNIVERSITY WAY NE
FINCH & PINE,711 BELLEVUE AVE E
FINCA (KC755),2515 S JACKSON ST
FILIPINO COMMUNITY OF SEATTLE,5740 M L KING JR WAY S
FIGUREHEAD BREWING COMPANY LLC,4001 21ST AVE W UNIT B
FIDDLER'S INN,9219 35TH AVE NE
FIASCO,3400 STONE WAY N FL 1
FGH/STARBUCKS COFFEE CART,800 OCCIDENTAL AVE S
FGH- STARBUCKS CART KC917,800 OCCIDENTAL AVE S
FERRY NOODLE HOUSE,93 MARION ST
FELEG FOOD MART,11463 RAINIER AVE S
FEEDME HRG @ SAAM,1300 1ST AVE
FEEDME HRG @ OSP,2901 WESTERN AVE
FEED CO. BURGERS,2407 E UNION ST
FAVE KITCHENS INC,1534 1ST AVE S STE 400
FAT'S CHICKEN & WAFFLES,2726 E CHERRY ST
FAT SHACK,88 YESLER WAY
FAT HEN,1418 NW 70TH ST
FAT DUCKS DELI & BAKERY,5509 UNIVERSITY WAY NE #C
FASIKA GROCERY,7900 RENTON AVE S
FASHION BOWL,500 PINE ST
FARVAHAR PERSIAN CAFE,1530 POST ALY #3A
FARESTART,399 FAIRVIEW AVE N
FARESTART,635 ELLIOTT AVE W
FAR EATS CAFE,150 W HARRISON ST
FANO'S CUISINE,3621 33RD AVE S STE C5-C6
FANG LLC DBA MIKE'S NOODLE HOUSE,418 MAYNARD AVE S
FAMILY DONUT SHOP,2100 N NORTHGATE WAY STE F
FALAFEL SALAM  (KC776),4746 CALIFORNIA AVE SW
FALAFEL SALAM,4746 CALIFORNIA AVE SW
"FALAFEL KING, LLC",1509 1ST AVE
FAIRMONT OLYMPIC HOTELSEATTLE,411 UNIVERSITY ST
"FAIRMONT OLYMPIC HOTEL, SEATTLE",411 UNIVERSITY ST
FAIRFIELD INN & SUITES SEATTLE DOWNTOWN/SEATTLE CENTER,226 7TH AVE N
FAIR ISLE BREWING,936 NW 49TH ST
FAINTING GOAT CREAMERY INC,1903 N 45TH ST
"FACEBOOK, INC",333 8TH AVE N
FACEBOOK OSS SEA-102 STADIUM WEST LEVEL 5,1531 UTAH AVE S
FACEBOOK INC,333 8TH AVE N
EZELLS EXPRESS,11805 RENTON AVE S
EZELL'S FRIED CHICKEN,501 23RD AVE
EZELL'S FAMOUS CHICKEN,2300 N 45TH ST
EYMAN'S PIZZA,6711 M L KING JR WAY S
EXPRESS MEXICAN GRILL,7912 7TH AVE S
EXPEDIA INC,1111 EXPEDIA GROUP WAY W
EXPEDIA GROUP FOOD SERVICES,1111 EXPEDIA GROUP WAY W
EXOTIC WINGZ,5604 DELRIDGE WAY SW
EVOKE ESPRESSO,235 9TH AVE N
EVERGREENS SALADS COLUMBIA CENTER,701 5TH AVE STE 212
EVERGREENS SALADS,2070 6TH AVE
EVERGREENS SALAD,1091 THOMAS ST
EVERGREENS PIONEER SQUARE,106 1ST AVE S
EVERGREENS COMMISSARY,1200 WESTLAKE AVE N STE 210
EVERGREENS (FREMONT),738 N 34TH ST
EVERGREENS - SALADS,1631 6TH AVE
EVERGREENS,4609 VILLAGE TER NE
EVERGREEN SENIOR HIGH SCHOOL,830 SW 116TH ST
EVE FREMONT,704 N 34TH ST
EUROPEAN FOODS,13520 AURORA AVE N
EUREKA,2614 NE 46TH ST
ETTA'S SEAFOOD,2020 WESTERN AVE
ETHIOBLUE LLC,815 PIKE ST
ETHIO MARKET,8432 RAINIER AVE S
ETA BETA CORPORATION,4540 17TH AVE NE
ESTERS ENOTECA,3416 FREMONT AVE N
ESR COMMISSARY SODO,4001 1ST AVE S
ESPRESSO VIVACE ROASTERIA,227 YALE AVE N
ESPRESSO VIVACE INC,321 BROADWAY AVE E
ESPRESSO TO GO,3512 FREMONT PL N
ESPRESSO PICOLINO,6415 32ND AVE NW
ESPRESSO ELEGANCE,122 ELLIOTT AVE W
ESPRESSO CAFFE DIOR,725 PIKE ST
ESPRESSO BY DESIGN,511 S MEAD ST
"ESCA, LLC",1701 BROADWAY
ERITREAN ASSOCIATION OF GREATER SEATTLE,1528 VALENTINE PL S
ERIC GORBMAN CATERING,6800 35TH AVE NE
EPHESUS RESTAURANT,5245 CALIFORNIA AVE SW
ENDOLYNE JOE'S,9261 45TH AVE SW
ENCORE CIDER LLC; FALL LINE WINERY LLC; T2 CELLAR LLC,2960 4TH AVE S 109
ENAT SOUK DELI,11546 15TH AVE NE
ENAT ETHIOPIAN RESTAURANT,11546 15TH AVE NE
"EMPIRE ESPRESSO, LLC",3829A S EDMUNDS ST
EMMETT WATSON'S OYSTER BAR,1919 PIKE PL
EMMA'S BBQ,5303 RAINIER AVE S STE B
EMERSON ELEMENTARY SCHOOL,9709 60TH AVE S
EMERALD CITY SMOOTHIE,1835 QUEEN ANNE AVE N
EMERALD CITY FISH CO,3756 RAINIER AVE S #A
EMERALD BOWL - REDHAWKS DINING @ SEATTLE U,901 12TH AVE
EMEBET'S KITCHEN CATERING,8323 RAINIER AVE S
EMBASSY SUITES - PIONEER SQUARE,255 S KING ST
ELYSIAN BREWING COMPANY INC.,5400 AIRPORT WAY S
ELYSIAN BREWING COMPANY,1221 E PIKE ST
ELYSIAN BREWING CO,542 1ST AVE S
ELTANA,1538 12TH AVE #B
ELSOM CELLARS,2960 4TH AVE S
ELM COFFEE ROASTERS,230 9TH AVE N
ELM COFFEE,240 2ND AVE S
ELLIOTT'S OYSTER HOUSE,1201 ALASKAN WAY PIER 56
ELLIOTT SHELL FOOD MART,630 ELLIOTT AVE W
ELLIOTT BAY PIZZA CO.,2115 QUEEN ANNE AVE N
ELLIOTT BAY BREWING CO,12535 LAKE CITY WAY NE
ELLA MIA DBA KRISPY RICE,1400 5TH AVE
ELEPHANT & CASTLE RESTAURANT,1415 5TH AVE
ELEMENTAL PIZZA,2634 NE UNIVERSITY VILLAGE
ELAV8 LOUNGE,2328 1ST AVE
EL TACO LOCO,705 NW 70TH ST
EL SIRENITO,5901 AIRPORT WAY S
EL SABOR DEL TIO (KC702),515 S MICHIGAN ST
EL REY DEL TACO,1410 34TH AVE SW
EL RANCHON MEXICAN RESTAURANT,3416 W MCGRAW ST
EL QUETZAL TIENDA LATINA & MINI MART,9240 2ND AVE SW #100
EL QUETZAL,3211 BEACON AVE S
EL PATIO,9710 AURORA AVE N
EL PARCHE COLOMBIANO RESTAURANT,11740 15TH AVE NE
EL MIRADOR,9600 16TH AVE SW
EL MEZCALITO,2123 QUEEN ANNE AVE N
EL MERCADO LATINO,1514 PIKE PL
EL MAESTRO DEL TACO,4727 CALIFORNIA AVE SW
EL KIOSKO 3 LLC,8819 14TH AVE S
EL GRITO,234 FAIRVIEW AVE N
EL GAUCHO SEATTLE LLC,2200 WESTERN AVE STE 101
EL GALLITO RESTAURANT,1700 20TH AVE
EL FAROL MEXICAN RESTAURANT,1467 E REPUBLICAN ST
EL CORAZON,109 EASTLAKE AVE E
